ID,APLICACIÓN,AREA,SUB_ÁREA,DENOMINACIÓN,EUROS,Column6,Column7,FID
629,34148902,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB DE ARRASTRE LA CANGA. LIGA INSULAR,12000,,,681
630,34148903,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB AUARITA VIVA PROMOCIÓN Y TECNIFICACIÓN VOLEY,2500,,,682
631,34148904,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CONVENIO FEDERACIÓN INSULAR DE BALONCESTO PROMOC. Y TECNIFICACIÓN,52000,,,683
632,34148909,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CONVENIO FEDERACIÓN INSULAR LUCHA CANARIA PROMOC. Y TECNIFICACIÓN,52000,,,684
633,34148910,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CD MENSAJERO AYUDA DESPLAZAMIENTO 3º DIV,6120,,,685
634,34148911,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CONVENIO FEDERACIÓN INSULAR DE AUTOMOVILISMO PROMOCIÓN Y TECNIFICACIÓN,52000,,,686
635,34148916,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CONVENIO ASOC. AMIGOS PARA PRÁCTICA Y DIF. FÚTBOL SALA PROMOCIÓN Y TECNIFICACIÓN,10573,,,687
636,34148918,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB BADMINTON LA PALMA DROP PROMOCIÓN Y TECNIFICACIÓN,2500,,,688
637,34148919,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBVENCIONES DEPORTISTAS PALMEROS DE ÉLITE Y ENTRENADORES,30000,,,689
638,34148920,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. UD LOS LLANOS AYUDA DESPLAZAMIENTO 3º DIV,6120,,,690
639,34148921,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,BECAS DEPORTISTAS ALTO NIVEL Y RENDIMIENTO,20000,,,691
640,34148922,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CONVENIO FEDERACIÓN INSULAR DE PETANCA Y BOLA CANARIA PROMOCIÓN,23499,,,692
641,34148923,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CONVENIO FEDERACIÓN CANARIA ATLETISMO PROMOCIÓN Y FORMACIÓN,12495,,,693
642,34148924,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB. DEP. TARSA AYUDA DESPLAZAMIENTO,4680,,,694
643,34148925,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB T.M. DEFENSE AYUDA DESPLAZAMIENTO,1800,,,695
644,34148926,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB TD. TEMESPIN AYUDA DESPLAZAMIENTO,3650,,,696
645,34148927,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. SOC. DEP. ATLANTIDA AYUDA DESPLAZAMIENTO,3080,,,697
646,34148928,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. SOC. DEPORTIVA TENISCA AYUDA DESPLAZAMIENTO (3ª DIV. Y DIV. H. JUV.),11520,,,698
647,34148930,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB BALONC. ARIDANE AYUDA DESPLAZAMIENTO,4480,,,699
648,34148943,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB BALONC. FELIPE ANTON DESPLAZAMIENTO,2800,,,700
649,34148944,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CONVENIO FEDERACIÓN TENIS DE MESA  PROMOCIÓN Y TECNIFICACIÓN ,20000,,,701
650,34148945,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CONVENIO SALTO PASTOR JURRIA TENERRA  PROMOCIÓN Y TECNIFICACIÓN,3000,,,702
751,41948800,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",APORTACIÓN FUNDACIÓN ALHÓNDIGA,1500,,,703
553,33848900,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. ASOC. VECINOS EL CABOCO HOYO DE MAZO FIESTA VALOR ETNOGRÁFICO BORRACHITO FOGATERO,1500,,,704
752,41948900,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBVENCIONES AGR. GAN. Y PESCA,324500,,,705
753,41948901,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBVENCIONES FOMENTO ESTUDIOS SECTOR PRIMARIO,20500,,,706
754,41948902,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",APORTACIÓN CENTRO I. DE AGRICULTURA BIOLÓGICA,39973,,,707
554,33848901,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. ASOC. VECINOS LAGARTIJEROS DE SAN ANDRÉS FIESTA VALOR ETNOGRÁFICO CORPUS CHRISTI,1500,,,708
755,41948903,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. COFRADIA PESCADORES NTA. SRA. DEL CARMEN GASTOS FUNCIONAMIENTO,23500,,,709
555,33922000,JUVENTUD,JUVENTUD,MATERIAL DE OFICINA. OFICINA INSULAR DE LA JUVENTUD,1000,,,710
756,41948904,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. COFRADIA PESCADORES NTRA. SRA. DE LAS NIEVES GASTOS FUNCIONAMIENTO,23500,,,711
556,33922001,JUVENTUD,JUVENTUD,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",200,,,712
757,41948905,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. CONSEJO REGULADOR D.O. DEL QUESO PALMERO GASTOS FUNCIONAMIENTO,25000,,,713
557,33922201,JUVENTUD,JUVENTUD,COMUNICACIONES POSTALES JUVENTUD,100,,,714
758,41948906,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. CONSEJO REGULADOR D.O. VINOS DE LA PALMA GASTOS FUNCIONAMIENTO,25000,,,715
558,33922600,JUVENTUD,JUVENTUD,GASTOS DIVERSOS JUVENTUD,3500,,,716
759,41948907,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. ASOC. AGROGANADERA EL FRESCAL PARA TRILLADO DE CEREAL,3500,,,717
559,33922602,JUVENTUD,JUVENTUD,PUBLICIDAD Y PROPAGANDA PARTICIPACIÓN JUVENTUD,3500,,,718
760,41948908,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. AGAP PROMOCIÓN PRODUCTOS PALMEROS,3500,,,719
560,33922610,JUVENTUD,JUVENTUD,ACTIVIDADES JUVENTUD,25000,,,720
761,41978900,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBVENCIONES/CONVENIOS AGR. GAN. Y PESCA,80000,,,721
561,33922611,JUVENTUD,JUVENTUD,PROGRAMA ATENCIÓN SEXUALIDAD JUVENIL,9000,,,722
762,42022001,INDUSTRIA Y ENERGIA,ADMINISTRACIÓN GENERAL DE INDUSTRIA Y ENERGÍA,"LIBROS, PRENSA, REVISTAS Y OTRAS COMUNICACIONES",95,,,723
562,33922612,JUVENTUD,JUVENTUD,CERTAMEN DE MÚSICA JOVEN SAPEROCKO ,30000,,,724
763,42022300,INDUSTRIA Y ENERGIA,ADMINISTRACIÓN GENERAL DE INDUSTRIA Y ENERGÍA,TRANSPORTES Y MENSAJERÍA,237,,,725
563,33922613,JUVENTUD,JUVENTUD,PROYECTO PREVENCIÓN ACOSO ESCOLAR Y PELIGROS REDES SOCIALES,9000,,,726
764,42022699,INDUSTRIA Y ENERGIA,ADMINISTRACIÓN GENERAL DE INDUSTRIA Y ENERGÍA,GASTOS DIVERSOS,807.5,,,727
564,33922614,JUVENTUD,JUVENTUD,EDUCACIÓN VIAL PARA JOVENES,1500,,,728
765,42022706,INDUSTRIA Y ENERGIA,ADMINISTRACIÓN GENERAL DE INDUSTRIA Y ENERGÍA,ESTUDIOS Y TRABAJOS TÉCNICOS,5000,,,729
565,33922615,JUVENTUD,JUVENTUD,PROYECTO TALLER ASTRONOMO JUVENIL,9000,,,730
766,42222602,INDUSTRIA Y ENERGIA,ADMINISTRACIÓN GENERAL DE INDUSTRIA Y ENERGÍA,PUBLICIDAD Y PROPAGANDA,4000,,,731
566,33922616,JUVENTUD,JUVENTUD,PROYECTO PREVENCIÓN ANOREXIA/BULIMIA JUVENIL,9000,,,732
767,42222707,INDUSTRIA Y ENERGIA,ADMINISTRACIÓN GENERAL DE INDUSTRIA Y ENERGÍA,ASISTENCIA TÉCNICA INDUSTRIA,5000,,,733
567,33946200,JUVENTUD,JUVENTUD,SUBVENCIONES AYUNTAMIENTOS ACTIVIDADES JUVENILES,20000,,,734
568,33948101,JUVENTUD,JUVENTUD,"SUBVENCIONES ACTIVIDADES PARA JÓVENES, ASOCIACIONES",20000,,,735
569,33948103,JUVENTUD,JUVENTUD,CONSEJO INSULAR JUVENTUD (CONSTITUC Y GTOS. FUNCIONAMIENTO),3000,,,736
570,33962500,JUVENTUD,JUVENTUD,ADQUISICIÓN MOBILIARIO Y ENSERES,3500,,,737
571,33962600,JUVENTUD,JUVENTUD,EQUIPOS PARA PROCESOS DE INFORMACIÓN,1500,,,738
572,33962700,JUVENTUD,JUVENTUD,INVERSIONES JUVENTUD,25145,,,739
573,33965000,JUVENTUD,JUVENTUD,CONVENIO LOCAL DE ENSAYO SAPEROCKO,2500,,,740
574,34012000,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,SUELDOS FUNCIONARIOS A1,15614.91,,,741
575,34012004,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,SUELDOS GRUPO C2,8680.77,,,742
576,34012006,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,TRIENIOS PERSONAL FUNCIONARIO,15643.38,,,743
577,34012100,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,COMPLEMENTO DE DESTINO,19440.13,,,744
578,34012101,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,COMPLEMENTO ESPECÍFICO,33627.4,,,745
579,34012103,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,OTROS COMPLEMENTOS FUNCIONARIOS,14509.15,,,746
580,34013000,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,278252.24,,,747
581,34013002,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,430516.65,,,748
582,34013100,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,14246,,,749
583,34015000,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,PRODUCTIVIDAD,5056.56,,,750
584,34016000,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,SEGURIDAD SOCIAL,273409.77,,,751
585,34020201,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,ALQUILER LOCAL DEPORTES,23571.75,,,752
586,34021200,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,DIVERSOS GASTOS DE MANTENIMIENTO,20000,,,753
587,34022000,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,MATERIAL DE OFICINA DEPORTES,1000,,,754
588,34022002,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,MATERIAL INFORMATICO NO INVENTARIABLE,1000,,,755
589,34022104,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,VESTUARIO,3636.36,,,756
590,34022199,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,SUMINISTROS VARIOS,9000,,,757
591,34022300,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,TRANSPORTES,1000,,,758
592,34022699,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,OTRO GASTOS DIVERSOS,6000,,,759
593,34022706,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,ESTUDIOS Y TRABAJOS TÉCNICOS,6000,,,760
594,34122401,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SEGURO PROMOC. DEPORTIVA Y EVENTOS CABILDO,55604.24,,,761
595,34122500,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,TRIBUTOS DEL ESTADO,3050,,,762
596,34122502,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,TRIBUTOS DE LAS ENTIDADES LOCALES,600,,,763
597,34122602,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,PUBLICIDAD Y PROPAGANDA DEPORTES,5000,,,764
598,34122603,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,PUBLICIDAD EN DIARIOS OFICIALES,425,,,765
599,34122606,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,JORNADAS Y CURSOS DE FORMACIÓN DEPORTIVA,6000,,,766
600,34122611,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,COPA LA PALMA PADEL,8000,,,767
768,42522601,INDUSTRIA Y ENERGIA,ENERGÍA,CONSEJO INSULAR DE LA ENERGIA,2000,,,768
769,42522606,INDUSTRIA Y ENERGIA,ENERGÍA,JORNADAS POLÍTICA Y ENERGÍA,8000,,,769
770,42522613,INDUSTRIA Y ENERGIA,ENERGÍA,CONVENIO INVOLCAN GEOTERMÍA,150000,,,770
771,42522710,INDUSTRIA Y ENERGIA,ENERGÍA,PUESTA EN MARCHA PLAN TRANSICIÓN ENERGETICA,60000,,,771
772,42562700,INDUSTRIA Y ENERGIA,ENERGÍA,INVERSIONES EFICIENCIA ENÉRGETICA,70000,,,772
773,42578900,INDUSTRIA Y ENERGIA,ENERGÍA,SUBV. FOMENTO AUTOCONSUMO ENERGÉTICO,200000,,,773
774,42612000,ARTESANIA,ARTESANÍA,SUELDOS GRUPO A1,15614.91,,,774
775,42612004,ARTESANIA,ARTESANÍA,SUELDOS GRUPO C2,8680.77,,,775
776,42612006,ARTESANIA,ARTESANÍA,TRIENIOS,7140.05,,,776
777,42612100,ARTESANIA,ARTESANÍA,COMPLEMENTO DE DESTINO,19440.13,,,777
778,42612101,ARTESANIA,ARTESANÍA,COMPLEMENTO ESPECÍFICO,23911.02,,,778
779,42612103,ARTESANIA,ARTESANÍA,OTROS COMPLEMENTOS,16557.55,,,779
780,42613000,ARTESANIA,ARTESANÍA,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,20734.06,,,780
781,42613002,ARTESANIA,ARTESANÍA,OTRAS REMUNERACIONES,32058.04,,,781
782,42615000,ARTESANIA,ARTESANÍA,PRODUCTIVIDAD,749.12,,,782
783,42616000,ARTESANIA,ARTESANÍA,SEGURIDAD SOCIAL,38737.48,,,783
784,42622000,ARTESANIA,ARTESANÍA,MATERIAL DE OFICINA,1000,,,784
785,42622114,ARTESANIA,ARTESANÍA,MATERIAL TÉCNICO Y DECORACIÓN ESCUELA,1000,,,785
786,42622300,ARTESANIA,ARTESANÍA,TRANSPORTE DOCUMENTOS,400,,,786
787,42622602,ARTESANIA,ARTESANÍA,PUBLICIDAD Y PROPAGANDA CENTROS DE VENTA,5600,,,787
788,42622606,ARTESANIA,ARTESANÍA,CURSOS,30000,,,788
789,42622610,ARTESANIA,ARTESANÍA,FERIA INSULAR DE ARTESANÍA Y ALIMENTACIÓN,110000,,,789
790,42622611,ARTESANIA,ARTESANÍA,ACTIVIDADES DIVERSAS,18000,,,790
791,42622612,ARTESANIA,ARTESANÍA,FERIA REGIONAL DE ARTESANÍA Y OTROS EVENTOS,10000,,,791
792,42622707,ARTESANIA,ARTESANÍA,PUBLICACIONES ARTESANÍA,5525,,,792
793,42622710,ARTESANIA,ARTESANÍA,SERVICIO DE RESTAURACIÓN DE PATRONES DE BORDADO,46280,,,793
794,42644900,ARTESANIA,ARTESANÍA,APORTACIÓN SODEPAL PROYECTO LA PALMA ARTESANÍA ,46500,,,794
795,42646200,ARTESANIA,ARTESANÍA,SUBV. AYTO. EL PASO GEST. MUSEO SEDA ,30855.36,,,795
796,42647300,ARTESANIA,ARTESANÍA,SUBVENCIÓN HILANDERAS EL PASO GASTOS CORRIENTES,4000,,,796
797,42647301,ARTESANIA,ARTESANÍA,SUBV. GASTOS CORRIENTES ARTESANOS LA PALMA,10000,,,797
798,42662201,ARTESANIA,ARTESANÍA,EQUIPAMIENTO FERIA INSULAR,10000,,,798
799,42662500,ARTESANIA,ARTESANÍA,EQUIPAMIENTO CENTROS DE VENTA ARTESANÍA,12000,,,799
800,42662502,ARTESANIA,ARTESANÍA,EQUIPAMIENTO CARPA,3000,,,800
901,45012005,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,SUELDOS GRUPO E,7950.5,,,801
902,45012006,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,TRIENIOS,39418.32,,,802
903,45012100,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,COMPLEMENTO DE DESTINO,108901.89,,,803
904,45012101,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,COMPLEMENTO ESPECÍFICO,136861.63,,,804
905,45012103,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,OTROS COMPLEMENTOS,102450.49,,,805
906,45013000,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,350959.5,,,806
907,45013001,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,HORAS EXTRAORDINARIAS,10000,,,807
908,45013002,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,OTRAS REMUNERACIONES,515981.95,,,808
909,45013100,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,LABORAL TEMPORAL,32135.25,,,809
910,45015000,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,PRODUCTIVIDAD,10206.76,,,810
911,45016000,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,SEGURIDAD SOCIAL,501341.75,,,811
912,45021600,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,REPARACIÓN Y MANTENIMIENTO DE EQUIPOS INFORMÁTICOS,3200,,,812
913,45022000,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,MATERIAL DE OFICINA,2000,,,813
914,45022001,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,"LIBROS, PRENSA, REVISTAS Y OTRAS PUBLICACIONES",650,,,814
915,45022300,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,TRANSPORTES Y MENSAJERÍA,800,,,815
916,45022602,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,PUBLICIDAD Y PROPAGANDA,5000,,,816
917,45035200,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,INTERESES DE DEMORA INFRAESTRUCTURA,1000,,,817
918,45241000,CONSEJO INSULAR DE AGUAS,RECURSO HIDRAULICOS,APORTACIÓN CONSEJO INSULAR DE AGUAS,673574.88,,,818
919,45271000,CONSEJO INSULAR DE AGUAS,RECURSO HIDRAULICOS,APORTACIÓN CONSEJO INSULAR DE AGUAS,5126996.73,,,819
1051,92022004,ADMINISTRACION GENERAL,ADMINISTRACIÓN GENERAL,CUOTA ANUAL ARANZADI BASE DE DATOS,3568.45,,,820
920,45271001,CONSEJO INSULAR DE AGUAS,RECURSO HIDRAULICOS,APORTACIÓN CONSEJO INSULAR DE AGUAS FDCAN 2017,632050.82,,,821
921,45271002,CONSEJO INSULAR DE AGUAS,RECURSO HIDRAULICOS,APORTACIÓN CONSEJO INSULAR DE AGUAS FDCAN 2018,765071,,,822
922,45271003,CONSEJO INSULAR DE AGUAS,RECURSO HIDRAULICOS,APORTACIÓN CONSEJO INSULAR DE AGUAS OBRA SANEAMIENTO ROQUE DE LOS MUCHACHOS,830769.05,,,823
923,45271004,CONSEJO INSULAR DE AGUAS,RECURSO HIDRAULICOS,APORTACIÓN CONSEJO INSULAR DE AGUAS OBRA DEPOSITO TORMENTAS EN EBAR LOS LLANOS,468326.56,,,824
924,45271005,CONSEJO INSULAR DE AGUAS,RECURSO HIDRAULICOS,APORTACIÓN CONSEJO INSULAR DE AGUAS 2º FASE MEJORA EN LA RED DE ADUARES,273673.67,,,825
925,45320300,INFRAESTRUCTURAS,CARRETERAS,ARRENDAMIENTO VEHÍCULOS Y MAQUINARIA,40000,,,826
926,45321000,INFRAESTRUCTURAS,CARRETERAS,INFRAESTRUCTURA Y BIENES NATURALES CARRETERAS,50000,,,827
927,45321001,INFRAESTRUCTURAS,CARRETERAS,CONSERVACIÓN RED RECIBIDA,450000,,,828
928,45321002,INFRAESTRUCTURAS,CARRETERAS,REPARACIÓN INFRAESTR Y BIENES NATURALES DAÑOS VIAS ,1000,,,829
929,45321003,INFRAESTRUCTURAS,CARRETERAS,CONSERVACIÓN TÚNEL LA CUMBRE Y VÍA EXTERIOR LP-20,1243821.57,,,830
930,45321300,INFRAESTRUCTURAS,CARRETERAS,"MAQUINARIA, INSTALACIONES Y UTILLAJE",4000,,,831
931,45321400,INFRAESTRUCTURAS,CARRETERAS,ELEMENTOS DE TRANSPORTE,40000,,,832
932,45322002,INFRAESTRUCTURAS,CARRETERAS,MATERIAL INFORMÁTICO NO INVENTARIABLE,3000,,,833
933,45322100,INFRAESTRUCTURAS,CARRETERAS,SUMINISTRO ENERGÍA ELÉCTRICA,275000,,,834
934,45322101,INFRAESTRUCTURAS,CARRETERAS,SUMINISTRO AGUA,25000,,,835
935,45322103,INFRAESTRUCTURAS,CARRETERAS,COMBUSTIBLES Y CARBURANTES CARRETERAS,65000,,,836
936,45322104,INFRAESTRUCTURAS,CARRETERAS,VESTUARIO CARRETERAS,11000,,,837
937,45322111,INFRAESTRUCTURAS,CARRETERAS,"SUMINISTRO DE RESPUESTOS DE MAQUINARIA,UTILLAJE Y ELEM TRANSPORTE",40000,,,838
938,45322502,INFRAESTRUCTURAS,CARRETERAS,TRIBUTOS LOCALES,5500,,,839
939,45322610,INFRAESTRUCTURAS,CARRETERAS,ENCUESTA DE INFRAESTRUCTURA,10000,,,840
940,45322611,INFRAESTRUCTURAS,CARRETERAS,INDEMNIZACIONES DAÑOS RESPONSABILIDAD PATRIMONIAL,60000,,,841
941,45322612,INFRAESTRUCTURAS,CARRETERAS,"PROYECTO SAN BERNARDO, EDUCACIÓN VIAL Y OTROS",30000,,,842
942,45322702,INFRAESTRUCTURAS,CARRETERAS,VALORACIONES Y PERITAJES,500,,,843
943,45322706,INFRAESTRUCTURAS,CARRETERAS,ESTUDIOS Y TRABAJOS TÉCNICOS,25000,,,844
944,45346201,INFRAESTRUCTURAS,CARRETERAS,PLAN INSULAR DE COOPERACIÓN MUNICIPAL: SERVICIOS ,250000,,,845
945,45361000,INFRAESTRUCTURAS,CARRETERAS,INVERSIONES EN TERRENOS DESTINADOS AL USO GENERAL,2500,,,846
946,45361100,INFRAESTRUCTURAS,CARRETERAS,PLAN SECTORIAL ACONDICIONAMIENTO DE CARRETERAS,125605.1,,,847
947,45361101,INFRAESTRUCTURAS,CARRETERAS,PLAN REPAVIMENTACIÓN CARRETERAS (2018-2019),38387.23,,,848
948,45361103,INFRAESTRUCTURAS,CARRETERAS,OBRAS CARRETERA DE EL REMO ,150000,,,849
949,45361104,INFRAESTRUCTURAS,CARRETERAS,OBRAS FDCAN INFRAESTRUCTURA 2017,292373.34,,,850
950,45361106,INFRAESTRUCTURAS,CARRETERAS,OBRAS FDCAN INFRAESTRUCTURA 2018,731855.88,,,851
1101,92222706,ORGANIZACIÓN,COORDINACIÓN Y ORGANIZACIÓN INSTITUCIONAL DE LA EELL,GABINETE DE PRENSA - SERVICIOS NOTICIAS,90000,,,852
1102,92262500,ORGANIZACIÓN,COORDINACIÓN Y ORGANIZACIÓN INSTITUCIONAL DE LA EELL,MOBILIARIO ,1200,,,853
1103,92422602,ORGANIZACIÓN,PARTICIPACIÓN CIUDADANA,PUBLICIDAD Y PROPAGANDA,10000,,,854
1104,92422606,ORGANIZACIÓN,PARTICIPACIÓN CIUDADANA,FORMACIÓN PARTICIPACIÓN CIUDADANA,16000,,,855
1052,92022005,ADMINISTRACION GENERAL,ADMINISTRACIÓN GENERAL,GESTOR EXPEDIENTES JUDICIALES,8346,,,856
1105,92422610,ORGANIZACIÓN,PARTICIPACIÓN CIUDADANA,GASTOS DIVERSOS PROYECTO INSULAR,20000,,,857
1053,92022006,ADMINISTRACION GENERAL,ADMINISTRACIÓN GENERAL,ADQUISICIÓN/ACTUALIZACIÓN DE APLICACIÓN DE PATRIMONIO PARA PROCESAMIENTO DE INFORMACIÓN,60000,,,858
1106,92422706,ORGANIZACIÓN,PARTICIPACIÓN CIUDADANA,TRABAJOS TÉCNICOS PREMIOS PROYECTO INSULAR,15000,,,859
1107,92448000,ORGANIZACIÓN,PARTICIPACIÓN CIUDADANA,PREMIOS PARTICIPACIÓN CIUDADANA,1500,,,860
801,43122610,COMERCIO,COMERCIO,CONVENIO CÁMARA DE COMERCIO,60000,,,861
1054,92022007,ADMINISTRACION GENERAL,ADMINISTRACIÓN GENERAL,ADQUISICIÓN DE APLICACIÓN DE ARCHIVO Y EQUIPOS PARA PROCESAMIENTO DE INFORMACIÓN,60000,,,862
1055,92022104,ADMINISTRACION GENERAL,ADMINISTRACIÓN GENERAL,VESTUARIO,4000,,,863
1056,92022201,ADMINISTRACION GENERAL,ADMINISTRACIÓN GENERAL,POSTALES,55742.8,,,864
1057,92022300,ADMINISTRACION GENERAL,ADMINISTRACIÓN GENERAL,TRANSPORTE Y MENSAJERÍAS,3000,,,865
1058,92022502,ADMINISTRACION GENERAL,ADMINISTRACIÓN GENERAL,TRIBUTOS ENTIDADES LOCALES,1000,,,866
1059,92022602,ADMINISTRACION GENERAL,ADMINISTRACIÓN GENERAL,PUBLICIDAD Y PROPAGANDA ,6000,,,867
1060,92022603,ADMINISTRACION GENERAL,ADMINISTRACIÓN GENERAL,PUBLICACIONES EN DIARIOS OFICIALES,14500,,,868
1061,92022604,ADMINISTRACION GENERAL,ADMINISTRACIÓN GENERAL,"JURÍDICOS, CONTENCIOSOS",35000,,,869
1062,92022610,ADMINISTRACION GENERAL,ADMINISTRACIÓN GENERAL,GASTOS DIVERSOS DEPART. INVENT. Y ARCHIVO,3000,,,870
